contract_address                          , seller                                    , nft_address                               , token_id, price   , tx_hash                                                           , block_number, block_hash                                                        , network, tx_index, log_index
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512, 0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, 0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,        0, 10000000, 0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,            4, 0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1, anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512, 0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, 0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,        1, 10000000, 0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,            6, 0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6, anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512, 0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, 0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,        2, 10000000, 0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,            6, 0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6, anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512, 0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, 0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,        3, 10000000, 0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,            8, 0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c, anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512, 0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, 0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,        5, 10000000, 0x7127666a7e930735b48285cc2d140ab61e3552002b99603341a1cb0853af8e20,          451, 0x08847c2107bb070e96d0c7330a91d13ba6d5f4dd02dade1ee2b9b0eb5b5789f1, anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,6,20000000,0x1bb73deca3c60bb4e386fbb6ea42e5d418d5b6f7e4287bb4ad20e24c68448615,1525,0x8b0f50c497b206c9a2357f15a5f3de4024fde9e154554fc66e93e9df61f4446e,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0x3df69f62bbf919b0ca26b917f52e43eb5dd38bb681adebb5e48ad03ffa650226,4,0x245332c7d8cd351ab2ffc83f38444912453e23e570c9575e3075f47604032aa1,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,1,10000000,0xa9607092576545799592628136b1e857c75910367f9258f65560be1600c18e34,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,2,10000000,0x24556b7418b30e82ac697e41f0580e59adcba91b72afa9ae11b2617990a9fc25,6,0xc25763dd334095e5e5b815ccf13d70d8996500fb14caabb9a9be12683862fca6,anvil
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,3,10000000,0x2af0f233493699b7bd8a14524f2cbef889b1718255930dd99de3536651995b09,8,0x2132ce3d3b7040b9b3fff066a0e2030fa309f45f790d408c0a58090b149e501c,anvil
